coin,timeframe,period,bars,st1_period,st1_mult,st2_period,st2_mult,settings,sl,rr,target,risk,num_trades,win_rate,total_net_profit,ending_capital,return_pct,max_drawdown_pct,profit_factor,expectancy,avg_win,avg_loss,exposure_pct
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,10,3.5,"ST1(10,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,10,3.0,"ST1(14,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,14,3.0,"ST1(14,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,14,3.5,"ST1(14,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,12,3.0,"ST1(14,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,7,4.0,"ST1(14,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,7,3.5,"ST1(14,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,14,3.5,"ST1(12,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,3.5,"ST1(14,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,10,3.5,"ST1(14,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,10,3.5,"ST1(12,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,7,4.0,"ST1(12,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,7,3.5,"ST1(12,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,12,3.5,"ST1(12,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,10,3.0,"ST1(12,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,12,3.5,"ST1(10,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,14,3.0,"ST1(12,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,12,3.0,"ST1(12,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,12,3.0,"ST1(7,3.5)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,10,3.0,"ST1(7,3.5)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,14,3.0,"ST1(7,3.5)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,10,70.0,558.61,10558.61,5.59,1.11,3.37,55.86,113.44,-78.48,91.49
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,2.0,10,4.0,"ST1(7,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,12,2.0,"ST1(10,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,14,2.0,"ST1(10,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,2.0,7,4.0,"ST1(7,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,10,2.0,"ST1(7,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,2.0,7,4.0,"ST1(10,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,2.0,10,4.0,"ST1(10,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,12,2.0,"ST1(7,4.0)+ST2(12,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,2.0,7,4.0,"ST1(14,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,2.0,10,4.0,"ST1(14,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,2.0,7,4.0,"ST1(12,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,2.0,10,4.0,"ST1(12,2.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,10,2.0,"ST1(10,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,7,2.0,"ST1(10,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,85.93
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,14,2.0,"ST1(7,4.0)+ST2(14,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,7,2.0,"ST1(7,4.0)+ST2(7,2.0)",1.5%,1:3,4.5%,1%,14,64.29,554.47,10554.47,5.54,3.19,1.95,39.61,126.43,-116.68,86.34
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,2.0,7,4.0,"ST1(10,2.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,10,60.0,550.34,10550.34,5.5,1.18,3.23,55.03,132.87,-61.73,85.27
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,10,2.0,"ST1(7,4.0)+ST2(10,2.0)",1.5%,1:3,4.5%,1%,10,60.0,550.34,10550.34,5.5,1.18,3.23,55.03,132.87,-61.73,85.27
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,10,4.0,7,3.0,"ST1(10,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,83,40.96,549.26,10549.26,5.49,9.0,1.12,6.62,150.15,-92.97,55.1
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,10,4.0,"ST1(7,3.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,83,40.96,549.26,10549.26,5.49,9.0,1.12,6.62,150.15,-92.97,55.1
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,14,4.0,12,3.5,"ST1(14,4.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,86,40.7,541.78,10541.78,5.42,7.69,1.11,6.3,150.36,-92.57,57.96
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.5,14,4.0,"ST1(12,3.5)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,86,40.7,541.78,10541.78,5.42,7.69,1.11,6.3,150.36,-92.57,57.96
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,4.0,12,3.0,"ST1(7,4.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,84,41.67,539.8,10539.8,5.4,8.86,1.12,6.43,144.16,-91.95,58.73
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,12,3.0,7,4.0,"ST1(12,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,84,41.67,539.8,10539.8,5.4,8.86,1.12,6.43,144.16,-91.95,58.73
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,14,3.0,"ST1(12,3.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,91.59
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,10,3.0,"ST1(14,3.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,91.59
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,12,3.0,"ST1(7,3.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,90.72
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,12,3.0,"ST1(10,3.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,91.59
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,14,3.0,"ST1(7,3.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,90.72
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,10,3.0,"ST1(7,3.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,90.72
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,7,3.0,"ST1(10,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,90.72
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,12,3.0,"ST1(14,3.0)+ST2(12,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,91.59
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.0,7,3.0,"ST1(14,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,90.72
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.0,14,3.0,"ST1(10,3.0)+ST2(14,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,91.59
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,10,3.0,"ST1(12,3.0)+ST2(10,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,91.59
SOL/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.0,7,3.0,"ST1(12,3.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,15,60.0,535.53,10535.53,5.36,3.68,1.86,35.7,129.07,-104.36,90.72
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,12,3.5,"ST1(7,3.5)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,10,3.5,"ST1(7,3.5)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,14,3.5,"ST1(10,3.5)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,7,4.0,"ST1(7,3.5)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,7,3.5,"ST1(7,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,7,3.5,"ST1(10,3.5)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,7,4.0,"ST1(12,3.5)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,7,3.5,"ST1(14,3.5)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,14,3.5,"ST1(12,3.5)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,10,3.5,"ST1(12,3.5)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,12,3.5,"ST1(10,3.5)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,14,3.5,"ST1(7,4.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,14,3.5,"ST1(7,3.5)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,12,3.5,"ST1(7,4.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,10,3.5,"ST1(7,4.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,7,3.5,"ST1(12,3.5)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,12,3.5,"ST1(14,3.5)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,10,3.5,"ST1(14,3.5)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,7,4.0,"ST1(10,3.5)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,7,4.0,"ST1(14,3.5)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,533.7,10533.7,5.34,1.11,3.02,44.47,99.77,-66.11,92.2
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,14,4.0,"ST1(7,3.5)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,12,4.0,"ST1(7,3.5)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,4.0,"ST1(12,4.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,12,4.0,"ST1(7,4.0)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,14,4.0,"ST1(10,3.5)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,10,4.0,"ST1(7,4.0)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,7,4.0,"ST1(14,4.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,7,3.5,"ST1(14,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,7,3.5,"ST1(12,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,4.0,10,3.5,"ST1(14,4.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,10,4.0,"ST1(10,3.5)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,10,3.5,"ST1(10,4.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,14,4.0,"ST1(7,4.0)+ST2(14,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,10,4.0,"ST1(7,3.5)+ST2(10,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,4.0,10,3.5,"ST1(12,4.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,12,4.0,"ST1(10,3.5)+ST2(12,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,7,3.5,"ST1(10,4.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,4.0,7,4.0,"ST1(10,4.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,12,66.67,532.36,10532.36,5.32,1.11,3.01,44.36,99.6,-66.1,90.11
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.0,7,3.5,"ST1(7,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,84,41.67,531.3,10531.3,5.31,7.76,1.12,6.33,144.17,-92.14,58.79
SOL/INR,30m,2026-07-25 to 2026-09-24 (60D),2872,7,3.5,7,3.0,"ST1(7,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,84,41.67,531.3,10531.3,5.31,7.76,1.12,6.33,144.17,-92.14,58.79
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,10,3.5,"ST1(7,3.0)+ST2(10,3.5)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,7,3.5,"ST1(7,3.0)+ST2(7,3.5)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,10,3.5,7,3.0,"ST1(10,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.5,7,3.0,"ST1(7,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,7,4.0,"ST1(7,3.0)+ST2(7,4.0)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,12,3.5,"ST1(7,3.0)+ST2(12,3.5)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,14,3.5,7,3.0,"ST1(14,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,3.0,14,3.5,"ST1(7,3.0)+ST2(14,3.5)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,7,4.0,7,3.0,"ST1(7,4.0)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
BTC/INR,5m,2026-09-17 to 2026-09-24 (7D),1963,12,3.5,7,3.0,"ST1(12,3.5)+ST2(7,3.0)",1.5%,1:3,4.5%,1%,11,63.64,529.68,10529.68,5.3,1.11,3.0,48.15,113.44,-66.1,91.74
